ID	DateTime	User	PC	Activity
SESSION-FILE-LOW-8620	06-04-2010 11:00	DTAA/MDC5734	PC-2630	File Opened
SESSION-LOGOUT-LOW-8902	27-04-2010 00:49	DTAA/DGX1939	PC-5363	Logout
SESSION-EMAIL-LOW-1476	27-04-2010 14:35	DTAA/OGZ7278	PC-9090	Email Sent
SESSION-LOGIN-LOW-2406	02-04-2010 06:25	DTAA/DNA1335	PC-4240	Login Successful
SESSION-FILE-LOW-7851	26-04-2010 22:02	DTAA/ODQ4361	PC-6406	File Opened
SESSION-EMAIL-LOW-7613	12-04-2010 09:26	DTAA/RXQ5807	PC-7741	Email Sent
SESSION-PASSWORD-MEDIUM-5057	20-04-2010 12:25	DTAA/DFF5013	PC-1781	Password Changed
SESSION-FILE-LOW-2916	16-04-2010 01:37	DTAA/FIO8317	PC-9493	File Opened
SESSION-LOGIN-LOW-9510	30-04-2010 16:57	DTAA/SPF8256	PC-9303	Login Successful
SESSION-PASSWORD-MEDIUM-6368	04-04-2010 04:21	DTAA/PUV1595	PC-5164	Password Changed
SESSION-PASSWORD-MEDIUM-4392	23-04-2010 04:21	DTAA/XYD5525	PC-2630	Password Changed
SESSION-PASSWORD-MEDIUM-7594	08-04-2010 13:54	DTAA/YMI9044	PC-5430	Password Changed
SESSION-LOGIN-LOW-6693	25-04-2010 06:40	DTAA/BCF7710	PC-5221	Login Successful
SESSION-EMAIL-LOW-7315	22-04-2010 15:36	DTAA/ROB6344	PC-5363	Email Sent
SESSION-FILE-LOW-3642	20-04-2010 21:14	DTAA/UAZ9086	PC-7459	File Opened
SESSION-LOGOUT-LOW-8554	30-04-2010 04:19	DTAA/NYI5084	PC-4481	Logout
SESSION-EMAIL-LOW-2404	16-04-2010 16:54	DTAA/PUV1595	PC-3090	Email Sent
SESSION-EMAIL-LOW-4385	05-04-2010 03:10	DTAA/MZY8397	PC-7459	Email Sent
SESSION-LOGOUT-LOW-4474	25-04-2010 04:04	DTAA/ROB6344	PC-2121	Logout
SESSION-LOGOUT-LOW-2606	13-04-2010 14:33	DTAA/YVH7263	PC-7200	Logout
SESSION-FILE-LOW-7381	24-04-2010 17:30	DTAA/WLN8711	PC-5363	File Opened
SESSION-LOGOUT-LOW-1632	20-04-2010 01:17	DTAA/PUV1595	PC-6335	Logout
SESSION-PASSWORD-MEDIUM-7149	27-04-2010 06:17	DTAA/XYD5525	PC-6706	Password Changed
SESSION-PASSWORD-MEDIUM-5950	24-04-2010 23:28	DTAA/DFF5013	PC-6870	Password Changed
SESSION-PASSWORD-MEDIUM-5424	26-04-2010 10:50	DTAA/YVH7263	PC-2088	Password Changed
SESSION-LOGOUT-LOW-9257	09-04-2010 04:25	DTAA/PYC2207	PC-9090	Logout
SESSION-EMAIL-LOW-3902	08-04-2010 16:18	DTAA/DFF5013	PC-2121	Email Sent
SESSION-LOGOUT-LOW-7015	03-04-2010 05:00	DTAA/OGL4599	PC-9303	Logout
SESSION-PASSWORD-MEDIUM-7015	15-04-2010 05:22	DTAA/BHZ1136	PC-8826	Password Changed
SESSION-EMAIL-LOW-2697	28-04-2010 18:47	DTAA/BCF7710	PC-8826	Email Sent
SESSION-LOGOUT-LOW-5007	11-04-2010 05:01	DTAA/PUV1595	PC-6870	Logout
SESSION-LOGIN-LOW-4075	18-04-2010 07:16	DTAA/ELP5990	PC-3025	Login Successful
SESSION-LOGIN-LOW-5576	23-04-2010 00:12	DTAA/OGL4599	PC-5860	Login Successful
SESSION-LOGOUT-LOW-5660	09-04-2010 07:48	DTAA/MZY8397	PC-6706	Logout
SESSION-LOGOUT-LOW-9166	10-04-2010 13:01	DTAA/UAZ9086	PC-3025	Logout
SESSION-LOGIN-LOW-2379	10-04-2010 18:38	DTAA/WZX7758	PC-1312	Login Successful
SESSION-LOGOUT-LOW-4440	15-04-2010 11:56	DTAA/HEL9963	PC-2770	Logout
SESSION-LOGIN-LOW-4843	27-04-2010 03:29	DTAA/WZX7758	PC-4900	Login Successful
SESSION-PASSWORD-MEDIUM-6407	26-04-2010 17:09	DTAA/MVV7994	PC-1781	Password Changed
SESSION-FILE-LOW-2826	13-04-2010 08:57	DTAA/FLJ2242	PC-7353	File Opened
SESSION-LOGOUT-LOW-2458	29-04-2010 22:28	DTAA/YMI9044	PC-3914	Logout
SESSION-FILE-LOW-6506	15-04-2010 05:30	DTAA/ZLP4084	PC-2770	File Opened
SESSION-LOGIN-LOW-1006	20-04-2010 16:38	DTAA/ELP5990	PC-6706	Login Successful
SESSION-LOGOUT-LOW-2177	25-04-2010 02:51	DTAA/AUS9343	PC-3025	Logout
SESSION-LOGOUT-LOW-5521	10-04-2010 17:02	DTAA/ODQ4361	PC-4450	Logout
SESSION-EMAIL-LOW-2589	11-04-2010 05:06	DTAA/MDT8312	PC-5860	Email Sent
SESSION-EMAIL-LOW-9983	16-04-2010 01:07	DTAA/PYC2207	PC-7638	Email Sent
SESSION-LOGOUT-LOW-3787	04-04-2010 14:36	DTAA/BHZ1136	PC-5164	Logout
SESSION-LOGOUT-LOW-4841	21-04-2010 16:01	DTAA/FLJ2242	PC-9496	Logout
SESSION-EMAIL-LOW-2085	03-04-2010 12:51	DTAA/PEV5758	PC-1669	Email Sent
SESSION-LOGOUT-LOW-3958	04-04-2010 04:47	DTAA/IUR1741	PC-7026	Logout
SESSION-LOGOUT-LOW-8509	14-04-2010 12:40	DTAA/MYK1298	PC-6335	Logout
SESSION-LOGIN-LOW-6205	05-04-2010 18:47	DTAA/RET4173	PC-4450	Login Successful
SESSION-LOGOUT-LOW-3798	16-04-2010 23:26	DTAA/WZX7758	PC-7026	Logout
SESSION-LOGIN-LOW-5253	15-04-2010 00:58	DTAA/XYD5525	PC-6246	Login Successful
SESSION-FILE-LOW-4668	12-04-2010 22:42	DTAA/OMQ6976	PC-5543	File Opened
SESSION-LOGOUT-LOW-8471	26-04-2010 15:05	DTAA/PJF3517	PC-7026	Logout
SESSION-FILE-LOW-2448	03-04-2010 18:53	DTAA/ZLP4084	PC-3914	File Opened
SESSION-EMAIL-LOW-1472	04-04-2010 20:08	DTAA/VSC6934	PC-7200	Email Sent
SESSION-LOGIN-LOW-2878	30-04-2010 00:30	DTAA/IEN9832	PC-4450	Login Successful
SESSION-PASSWORD-MEDIUM-1047	17-04-2010 02:56	DTAA/AUS9343	PC-8074	Password Changed
SESSION-FILE-LOW-8956	30-04-2010 19:13	DTAA/LEL4307	PC-2088	File Opened
SESSION-LOGOUT-LOW-1324	30-04-2010 20:11	DTAA/JRU9262	PC-6870	Logout
SESSION-LOGOUT-LOW-7827	22-04-2010 18:27	DTAA/YMI9044	PC-7353	Logout
SESSION-LOGIN-LOW-6412	12-04-2010 08:47	DTAA/SPF8256	PC-7353	Login Successful
SESSION-LOGOUT-LOW-5978	26-04-2010 23:58	DTAA/MVV7994	PC-9577	Logout
SESSION-FILE-LOW-6234	10-04-2010 21:38	DTAA/VBU5686	PC-2088	File Opened
SESSION-LOGIN-LOW-6132	21-04-2010 01:28	DTAA/IUR1741	PC-2088	Login Successful
SESSION-PASSWORD-MEDIUM-2241	30-04-2010 15:27	DTAA/PYC2207	PC-1781	Password Changed
SESSION-LOGIN-LOW-5023	18-04-2010 06:38	DTAA/DFF5013	PC-7353	Login Successful
SESSION-PASSWORD-MEDIUM-6158	14-04-2010 19:10	DTAA/BHZ1136	PC-8074	Password Changed
SESSION-LOGOUT-LOW-5024	11-04-2010 19:01	DTAA/PEV5758	PC-6246	Logout
SESSION-EMAIL-LOW-9268	12-04-2010 15:16	DTAA/DGX1939	PC-8074	Email Sent
SESSION-PASSWORD-MEDIUM-1354	17-04-2010 21:05	DTAA/PJF3517	PC-3802	Password Changed
SESSION-PASSWORD-MEDIUM-1686	18-04-2010 01:38	DTAA/AUS9343	PC-2121	Password Changed
SESSION-LOGIN-LOW-2053	25-04-2010 10:35	DTAA/SPF8256	PC-4096	Login Successful
SESSION-LOGIN-LOW-8076	15-04-2010 02:02	DTAA/RXQ5807	PC-9577	Login Successful
SESSION-LOGIN-LOW-1604	05-04-2010 00:30	DTAA/OGL4599	PC-7459	Login Successful
SESSION-FILE-LOW-9976	27-04-2010 14:05	DTAA/MVV7994	PC-2770	File Opened
SESSION-FILE-LOW-1561	12-04-2010 13:07	DTAA/RET4173	PC-3914	File Opened
SESSION-PASSWORD-MEDIUM-6100	24-04-2010 16:57	DTAA/RET4173	PC-8074	Password Changed
SESSION-LOGOUT-LOW-1118	15-04-2010 07:38	DTAA/NYI5084	PC-4450	Logout
SESSION-FILE-LOW-6184	19-04-2010 16:11	DTAA/DFF5013	PC-2630	File Opened
SESSION-EMAIL-LOW-9883	09-04-2010 03:57	DTAA/LKF4396	PC-8301	Email Sent
SESSION-FILE-LOW-9192	20-04-2010 00:45	DTAA/FIO8317	PC-2459	File Opened
SESSION-PASSWORD-MEDIUM-1346	28-04-2010 16:28	DTAA/MVV7994	PC-5221	Password Changed
SESSION-PASSWORD-MEDIUM-7694	12-04-2010 01:26	DTAA/PEV5758	PC-1312	Password Changed
SESSION-LOGOUT-LOW-5957	06-04-2010 23:05	DTAA/IEN9832	PC-5221	Logout
SESSION-LOGOUT-LOW-2460	04-04-2010 07:11	DTAA/JRU9262	PC-4096	Logout
SESSION-EMAIL-LOW-2862	15-04-2010 10:06	DTAA/MCU7598	PC-9090	Email Sent
SESSION-EMAIL-LOW-4134	16-04-2010 20:18	DTAA/VBU5686	PC-8301	Email Sent
SESSION-LOGOUT-LOW-7854	15-04-2010 15:31	DTAA/IUR1741	PC-9090	Logout
SESSION-DATA-HIGH-2912	16-04-2010 07:37	DTAA/FIO8317	PC-1312	Data Exfiltration Attempt
SESSION-EMAIL-LOW-5732	24-04-2010 13:18	DTAA/ODQ4361	PC-2770	Email Sent
SESSION-LOGOUT-LOW-6622	05-04-2010 14:00	DTAA/OGZ7278	PC-7353	Logout
SESSION-FILE-LOW-3671	17-04-2010 13:39	DTAA/LEL4307	PC-1312	File Opened
SESSION-PASSWORD-MEDIUM-7286	16-04-2010 11:19	DTAA/DFF5013	PC-9556	Password Changed
SESSION-PASSWORD-MEDIUM-2566	20-04-2010 03:46	DTAA/YVH7263	PC-6335	Password Changed
SESSION-LOGOUT-LOW-2599	22-04-2010 15:10	DTAA/PUV1595	PC-9303	Logout
SESSION-LOGOUT-LOW-9141	11-04-2010 08:37	DTAA/VSC6934	PC-3944	Logout
SESSION-FILE-LOW-3532	09-04-2010 15:11	DTAA/VLN8678	PC-8295	File Opened
SESSION-LOGIN-LOW-3623	22-04-2010 10:31	DTAA/DFF5013	PC-9303	Login Successful
SESSION-LOGIN-LOW-2976	13-04-2010 18:01	DTAA/YVH7263	PC-8301	Login Successful
SESSION-EMAIL-LOW-2923	09-04-2010 05:06	DTAA/MZY8397	PC-1059	Email Sent
SESSION-FILE-LOW-4660	05-04-2010 13:25	DTAA/WZX7758	PC-8301	File Opened
SESSION-LOGOUT-LOW-1435	26-04-2010 12:00	DTAA/BRH4303	PC-5860	Logout
SESSION-LOGIN-LOW-7528	28-04-2010 23:04	DTAA/ELP5990	PC-4900	Login Successful
SESSION-LOGIN-LOW-7845	21-04-2010 08:40	DTAA/JRU9262	PC-4450	Login Successful
SESSION-FILE-LOW-4821	22-04-2010 10:38	DTAA/FLJ2242	PC-8295	File Opened
SESSION-EMAIL-LOW-1380	04-04-2010 01:05	DTAA/JRU9262	PC-7200	Email Sent
SESSION-EMAIL-LOW-2755	17-04-2010 22:10	DTAA/UAZ9086	PC-2630	Email Sent
SESSION-LOGOUT-LOW-6698	04-04-2010 12:58	DTAA/MVV7994	PC-7537	Logout
SESSION-PASSWORD-MEDIUM-2784	22-04-2010 10:10	DTAA/BRH4303	PC-9200	Password Changed
SESSION-PASSWORD-MEDIUM-9715	26-04-2010 10:20	DTAA/FLJ2242	PC-1669	Password Changed
SESSION-FILE-LOW-6077	05-04-2010 04:35	DTAA/YVH7263	PC-9200	File Opened
SESSION-EMAIL-LOW-4836	17-04-2010 22:54	DTAA/DGX1939	PC-4096	Email Sent
SESSION-LOGOUT-LOW-6754	06-04-2010 10:52	DTAA/FTL9380	PC-7557	Logout
SESSION-FILE-LOW-5057	24-04-2010 17:19	DTAA/EHR5221	PC-6406	File Opened
SESSION-SUSPICIOUS-MEDIUM-5572	23-04-2010 01:16	DTAA/HEL9963	PC-2770	Suspicious Login from Foreign IP
SESSION-SUSPICIOUS-MEDIUM-9347	10-04-2010 13:21	DTAA/LKF4396	PC-6870	Suspicious Login from Foreign IP
SESSION-PASSWORD-MEDIUM-9639	04-04-2010 15:39	DTAA/PUV1595	PC-9090	Password Changed
SESSION-LOGOUT-LOW-1219	23-04-2010 03:43	DTAA/OMQ6976	PC-1312	Logout
SESSION-LOGIN-LOW-8332	16-04-2010 04:08	DTAA/PJF3517	PC-5860	Login Successful
SESSION-FILE-LOW-5386	18-04-2010 05:13	DTAA/NYI5084	PC-4900	File Opened
SESSION-SUSPICIOUS-MEDIUM-8207	07-04-2010 04:44	DTAA/RXQ5807	PC-7459	Suspicious Login from Foreign IP
SESSION-SUSPICIOUS-MEDIUM-6576	11-04-2010 20:11	DTAA/BCF7710	PC-9090	Suspicious Login from Foreign IP
SESSION-LOGOUT-LOW-6228	07-04-2010 16:25	DTAA/ZLP4084	PC-6246	Logout
SESSION-LOGIN-LOW-1772	25-04-2010 17:10	DTAA/BRH4303	PC-4240	Login Successful
SESSION-FILE-LOW-7740	25-04-2010 05:03	DTAA/RKF2943	PC-5860	File Opened
SESSION-FILE-LOW-2128	28-04-2010 12:24	DTAA/DGX1939	PC-5164	File Opened
SESSION-FILE-LOW-3614	24-04-2010 23:40	DTAA/OGL4599	PC-1669	File Opened
SESSION-EMAIL-LOW-3595	28-04-2010 09:46	DTAA/PUV1595	PC-9496	Email Sent
SESSION-PASSWORD-MEDIUM-5473	28-04-2010 19:18	DTAA/ZLP4084	PC-4450	Password Changed
SESSION-EMAIL-LOW-3787	03-04-2010 17:11	DTAA/ELP5990	PC-1312	Email Sent
SESSION-LOGOUT-LOW-2940	11-04-2010 17:36	DTAA/FIO8317	PC-9496	Logout
SESSION-EMAIL-LOW-6745	13-04-2010 11:03	DTAA/OMQ6976	PC-4900	Email Sent
SESSION-LOGIN-LOW-2149	30-04-2010 11:26	DTAA/VSC6934	PC-1726	Login Successful
SESSION-LOGIN-LOW-6248	08-04-2010 11:16	DTAA/OGL4599	PC-6870	Login Successful
SESSION-EMAIL-LOW-9155	22-04-2010 07:12	DTAA/ELP5990	PC-6706	Email Sent
SESSION-PASSWORD-MEDIUM-3649	30-04-2010 01:15	DTAA/PYC2207	PC-1669	Password Changed
SESSION-LOGIN-LOW-3115	09-04-2010 20:04	DTAA/OGL4599	PC-2088	Login Successful
SESSION-LOGIN-LOW-5477	21-04-2010 16:27	DTAA/ODQ4361	PC-3025	Login Successful
SESSION-EMAIL-LOW-8481	30-04-2010 19:21	DTAA/UAZ9086	PC-8074	Email Sent
SESSION-FILE-LOW-9244	06-04-2010 18:43	DTAA/MCU7598	PC-1781	File Opened
SESSION-FILE-LOW-7279	08-04-2010 05:34	DTAA/FTL9380	PC-2770	File Opened
SESSION-LOGIN-LOW-9176	01-04-2010 07:08	DTAA/ZLP4084	PC-9556	Login Successful
SESSION-FILE-LOW-1002	09-04-2010 06:40	DTAA/ROB6344	PC-3025	File Opened
SESSION-LOGOUT-LOW-1196	04-04-2010 05:08	DTAA/YVH7263	PC-9200	Logout
SESSION-PASSWORD-MEDIUM-1274	14-04-2010 02:49	DTAA/ELP5990	PC-6406	Password Changed
SESSION-FILE-LOW-2753	13-04-2010 08:30	DTAA/VLN8678	PC-7200	File Opened
SESSION-LOGOUT-LOW-4104	19-04-2010 00:35	DTAA/AUS9343	PC-4450	Logout
SESSION-LOGOUT-LOW-3470	23-04-2010 18:27	DTAA/IEN9832	PC-2630	Logout
SESSION-LOGIN-LOW-8062	02-04-2010 16:30	DTAA/NYI5084	PC-7353	Login Successful
SESSION-FILE-LOW-8916	29-04-2010 06:29	DTAA/DNA1335	PC-1669	File Opened
SESSION-PASSWORD-MEDIUM-8734	26-04-2010 14:08	DTAA/FIO8317	PC-7741	Password Changed
SESSION-LOGOUT-LOW-6870	22-04-2010 15:02	DTAA/VLN8678	PC-5430	Logout
SESSION-EMAIL-LOW-8916	26-04-2010 22:10	DTAA/VSC6934	PC-9493	Email Sent
SESSION-LOGIN-LOW-3389	05-04-2010 06:33	DTAA/VSC6934	PC-4096	Login Successful
SESSION-EMAIL-LOW-2841	02-04-2010 01:55	DTAA/RKF2943	PC-9556	Email Sent
SESSION-FILE-LOW-9481	17-04-2010 18:08	DTAA/OMQ6976	PC-4900	File Opened
SESSION-LOGOUT-LOW-2202	27-04-2010 03:08	DTAA/VBU5686	PC-5860	Logout
SESSION-PASSWORD-MEDIUM-4911	08-04-2010 12:36	DTAA/RXQ5807	PC-3025	Password Changed
SESSION-PASSWORD-MEDIUM-2415	18-04-2010 02:35	DTAA/IEN9832	PC-7200	Password Changed
SESSION-FILE-LOW-2110	26-04-2010 17:17	DTAA/PEV5758	PC-7557	File Opened
SESSION-PASSWORD-MEDIUM-7549	16-04-2010 19:07	DTAA/DGX1939	PC-7638	Password Changed
SESSION-FILE-LOW-6991	29-04-2010 16:11	DTAA/MDC5734	PC-9556	File Opened
SESSION-LOGIN-LOW-7603	29-04-2010 19:12	DTAA/PJF3517	PC-2770	Login Successful
SESSION-PASSWORD-MEDIUM-4471	27-04-2010 20:17	DTAA/ODQ4361	PC-7353	Password Changed
SESSION-PASSWORD-MEDIUM-7065	03-04-2010 22:25	DTAA/IEN9832	PC-7638	Password Changed
SESSION-FILE-LOW-1978	27-04-2010 04:35	DTAA/WLN8711	PC-9090	File Opened
SESSION-PASSWORD-MEDIUM-3551	29-04-2010 10:16	DTAA/WZX7758	PC-2459	Password Changed
SESSION-EMAIL-LOW-5846	04-04-2010 09:42	DTAA/PUV1595	PC-3090	Email Sent
SESSION-FILE-LOW-7043	23-04-2010 06:44	DTAA/LEL4307	PC-7200	File Opened
SESSION-EMAIL-LOW-6242	20-04-2010 01:42	DTAA/MVV7994	PC-5860	Email Sent
SESSION-PASSWORD-MEDIUM-3578	11-04-2010 04:22	DTAA/EHR5221	PC-4096	Password Changed
SESSION-PASSWORD-MEDIUM-4764	30-04-2010 16:12	DTAA/OMQ6976	PC-7026	Password Changed
SESSION-FILE-LOW-5801	09-04-2010 07:34	DTAA/DNA1335	PC-9556	File Opened
SESSION-LOGOUT-LOW-5605	23-04-2010 21:58	DTAA/MDT8312	PC-9493	Logout
SESSION-LOGOUT-LOW-1501	08-04-2010 23:21	DTAA/DGX1939	PC-3802	Logout
SESSION-PASSWORD-MEDIUM-3639	21-04-2010 20:08	DTAA/BCF7710	PC-7459	Password Changed
SESSION-ACCESS-HIGH-8201	01-04-2010 08:50	DTAA/VBU5686	PC-3944	Access to Restricted Folder
SESSION-LOGOUT-LOW-9015	01-05-2010 04:02	DTAA/VLN8678	PC-2630	Logout
SESSION-LOGIN-LOW-8293	17-04-2010 22:07	DTAA/RKF2943	PC-1669	Login Successful
SESSION-LOGOUT-LOW-4676	25-04-2010 18:43	DTAA/YMI9044	PC-4481	Logout
SESSION-FILE-LOW-8643	04-04-2010 19:43	DTAA/MCU7598	PC-1669	File Opened
SESSION-EMAIL-LOW-6937	06-04-2010 11:31	DTAA/UAZ9086	PC-3025	Email Sent
SESSION-EMAIL-LOW-4878	02-04-2010 11:18	DTAA/RKF2943	PC-4240	Email Sent
SESSION-LOGIN-LOW-6863	12-04-2010 03:44	DTAA/SPF8256	PC-7353	Login Successful
SESSION-ACCESS-HIGH-1563	15-04-2010 08:17	DTAA/YMI9044	PC-1059	Access to Restricted Folder
SESSION-PASSWORD-MEDIUM-3687	13-04-2010 23:30	DTAA/RXQ5807	PC-5860	Password Changed
SESSION-LOGIN-LOW-2055	15-04-2010 17:24	DTAA/MDC5734	PC-7353	Login Successful
SESSION-EMAIL-LOW-3522	30-04-2010 22:36	DTAA/OGZ7278	PC-2088	Email Sent
SESSION-PASSWORD-MEDIUM-4094	25-04-2010 06:34	DTAA/FTL9380	PC-7638	Password Changed
SESSION-PASSWORD-MEDIUM-3999	02-04-2010 00:46	DTAA/UAZ9086	PC-2459	Password Changed
SESSION-LOGIN-LOW-6542	10-04-2010 18:54	DTAA/AUS9343	PC-6335	Login Successful
SESSION-PASSWORD-MEDIUM-3499	22-04-2010 21:09	DTAA/FIO8317	PC-7353	Password Changed
SESSION-LOGOUT-LOW-7473	10-04-2010 12:49	DTAA/LKF4396	PC-5363	Logout
SESSION-PASSWORD-MEDIUM-6064	13-04-2010 04:15	DTAA/HEL9963	PC-9303	Password Changed
SESSION-PASSWORD-MEDIUM-4996	29-04-2010 12:20	DTAA/ODQ4361	PC-3025	Password Changed
SESSION-PASSWORD-MEDIUM-6156	06-04-2010 00:18	DTAA/LEL4307	PC-1059	Password Changed
SESSION-FILE-LOW-7380	27-04-2010 06:24	DTAA/RXQ5807	PC-7200	File Opened
SESSION-PASSWORD-MEDIUM-4559	18-04-2010 07:18	DTAA/DGX1939	PC-1669	Password Changed
SESSION-MALWARE-HIGH-6616	28-04-2010 15:13	DTAA/DNA1335	PC-4096	Malware Execution Attempt
SESSION-EMAIL-LOW-4741	16-04-2010 04:51	DTAA/PEV5758	PC-9496	Email Sent
SESSION-EMAIL-LOW-8691	19-04-2010 18:57	DTAA/OGZ7278	PC-9577	Email Sent
SESSION-FILE-LOW-5858	18-04-2010 07:52	DTAA/RET4173	PC-1312	File Opened
SESSION-EMAIL-LOW-1581	15-04-2010 10:04	DTAA/BHZ1136	PC-7026	Email Sent
SESSION-EMAIL-LOW-7109	18-04-2010 04:06	DTAA/VLN8678	PC-8301	Email Sent
SESSION-LOGIN-LOW-6929	26-04-2010 01:17	DTAA/RXQ5807	PC-1669	Login Successful
SESSION-PASSWORD-MEDIUM-9111	16-04-2010 06:12	DTAA/OGZ7278	PC-3914	Password Changed
SESSION-LOGOUT-LOW-6942	29-04-2010 17:28	DTAA/XYD5525	PC-6246	Logout
SESSION-FILE-LOW-8896	26-04-2010 14:37	DTAA/YVH7263	PC-4096	File Opened
SESSION-PASSWORD-MEDIUM-5497	19-04-2010 13:25	DTAA/DNA1335	PC-9090	Password Changed
SESSION-PASSWORD-MEDIUM-5840	10-04-2010 10:09	DTAA/VSC6934	PC-1726	Password Changed
SESSION-EMAIL-LOW-3341	20-04-2010 03:59	DTAA/ELP5990	PC-6335	Email Sent
SESSION-EMAIL-LOW-4947	21-04-2010 18:12	DTAA/FIO8317	PC-8826	Email Sent
SESSION-LOGOUT-LOW-8258	27-04-2010 18:54	DTAA/PJF3517	PC-5430	Logout
SESSION-FILE-LOW-9080	27-04-2010 22:16	DTAA/PYC2207	PC-3914	File Opened
SESSION-PASSWORD-MEDIUM-5985	08-04-2010 06:41	DTAA/PJF3517	PC-6406	Password Changed
SESSION-LOGIN-LOW-9764	07-04-2010 12:40	DTAA/RXQ5807	PC-3914	Login Successful
SESSION-LOGIN-LOW-4083	19-04-2010 09:10	DTAA/PUV1595	PC-4481	Login Successful
SESSION-LOGOUT-LOW-4522	09-04-2010 20:42	DTAA/MCU7598	PC-7459	Logout
SESSION-LOGOUT-LOW-8893	15-04-2010 07:23	DTAA/OGZ7278	PC-9493	Logout
SESSION-EMAIL-LOW-7236	26-04-2010 18:02	DTAA/JRU9262	PC-1726	Email Sent
SESSION-LOGOUT-LOW-7451	23-04-2010 17:57	DTAA/MZY8397	PC-5430	Logout
SESSION-EMAIL-LOW-4258	11-04-2010 13:18	DTAA/BRH4303	PC-1726	Email Sent
SESSION-LOGIN-LOW-6802	30-04-2010 00:57	DTAA/RKF2943	PC-9493	Login Successful
SESSION-FILE-LOW-8139	06-04-2010 17:00	DTAA/UAZ9086	PC-5430	File Opened
SESSION-LOGIN-LOW-7676	07-04-2010 02:10	DTAA/WLN8711	PC-9556	Login Successful
SESSION-LOGOUT-LOW-9078	28-04-2010 07:55	DTAA/MVV7994	PC-9200	Logout
SESSION-EMAIL-LOW-1256	07-04-2010 03:06	DTAA/DGX1939	PC-4481	Email Sent
SESSION-PASSWORD-MEDIUM-7545	23-04-2010 01:55	DTAA/DFF5013	PC-4900	Password Changed
SESSION-LOGIN-LOW-1576	09-04-2010 00:56	DTAA/RXQ5807	PC-8074	Login Successful
SESSION-PASSWORD-MEDIUM-8700	12-04-2010 20:03	DTAA/FLJ2242	PC-5543	Password Changed
SESSION-LOGOUT-LOW-7042	18-04-2010 07:01	DTAA/MDT8312	PC-9496	Logout
SESSION-LOGIN-LOW-6655	18-04-2010 07:26	DTAA/MDT8312	PC-7353	Login Successful
SESSION-FILE-LOW-1322	27-04-2010 08:03	DTAA/RKF2943	PC-9303	File Opened
SESSION-DATA-HIGH-2914	15-04-2010 22:28	DTAA/BRH4303	PC-3944	Data Exfiltration Attempt
SESSION-LOGIN-LOW-9083	01-04-2010 14:43	DTAA/OGL4599	PC-7200	Login Successful
SESSION-LOGIN-LOW-4832	21-04-2010 08:57	DTAA/VLN8678	PC-5543	Login Successful
SESSION-PASSWORD-MEDIUM-8938	20-04-2010 17:56	DTAA/VBU5686	PC-5164	Password Changed
SESSION-EMAIL-LOW-2064	18-04-2010 08:28	DTAA/VBU5686	PC-2121	Email Sent
SESSION-LOGIN-LOW-4635	22-04-2010 13:53	DTAA/WZX7758	PC-3802	Login Successful
SESSION-LOGIN-LOW-3713	04-04-2010 23:45	DTAA/PJF3517	PC-9200	Login Successful
SESSION-LOGOUT-LOW-3816	09-04-2010 19:27	DTAA/DFF5013	PC-3090	Logout
SESSION-LOGIN-LOW-4122	01-04-2010 20:12	DTAA/LKF4396	PC-5860	Login Successful
SESSION-LOGIN-LOW-7928	18-04-2010 06:54	DTAA/DGX1939	PC-8826	Login Successful
SESSION-LOGOUT-LOW-4427	28-04-2010 13:42	DTAA/DNA1335	PC-1312	Logout
SESSION-LOGOUT-LOW-5727	15-04-2010 04:07	DTAA/OGZ7278	PC-7459	Logout
SESSION-LOGOUT-LOW-2726	17-04-2010 03:27	DTAA/RKF2943	PC-1726	Logout
SESSION-LOGOUT-LOW-3906	17-04-2010 04:17	DTAA/DGX1939	PC-5363	Logout
SESSION-LOGOUT-LOW-9534	29-04-2010 22:39	DTAA/AUS9343	PC-6246	Logout
SESSION-EMAIL-LOW-5500	13-04-2010 23:08	DTAA/MZY8397	PC-7353	Email Sent
SESSION-PASSWORD-MEDIUM-3855	06-04-2010 09:48	DTAA/ZLP4084	PC-3090	Password Changed
SESSION-LOGOUT-LOW-4842	02-04-2010 03:09	DTAA/BRH4303	PC-2630	Logout
SESSION-EMAIL-LOW-2477	01-05-2010 04:21	DTAA/BRH4303	PC-8074	Email Sent
SESSION-EMAIL-LOW-3241	04-04-2010 19:01	DTAA/DNA1335	PC-9303	Email Sent
SESSION-EMAIL-LOW-7600	17-04-2010 04:30	DTAA/IUR1741	PC-6406	Email Sent
SESSION-LOGIN-LOW-2979	01-04-2010 12:00	DTAA/BRH4303	PC-5543	Login Successful
SESSION-LOGOUT-LOW-6246	22-04-2010 04:41	DTAA/RKF2943	PC-9556	Logout
SESSION-PASSWORD-MEDIUM-8934	22-04-2010 00:50	DTAA/DNA1335	PC-7026	Password Changed
SESSION-LOGIN-LOW-4602	01-05-2010 06:55	DTAA/EHR5221	PC-2630	Login Successful
SESSION-EMAIL-LOW-3424	12-04-2010 15:28	DTAA/DFF5013	PC-5363	Email Sent
SESSION-FILE-LOW-4763	20-04-2010 14:38	DTAA/DNA1335	PC-3914	File Opened
SESSION-LOGIN-LOW-6916	05-04-2010 23:48	DTAA/PUV1595	PC-5543	Login Successful
